date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2015-01-27,Quarter4,sweing,Tuesday,2,0.75,22.52,1635.0,6840,119,0.0,0,0,57.0,1.000230409
2015-01-27,Quarter4,sweing,Tuesday,3,0.75,22.52,1299.0,6840,119,0.0,0,0,57.0,1.000230409
2015-01-27,Quarter4,finishing ,Tuesday,10,0.8,3.94,1282.0,1440,0,0.0,0,0,12.0,0.979527778
2015-01-27,Quarter4,finishing ,Tuesday,4,0.8,4.3,1282.0,1440,0,0.0,0,0,12.0,0.940625
2015-01-27,Quarter4,finishing ,Tuesday,5,0.5,4.15,1282.0,1440,0,0.0,0,0,12.0,0.926388889
2015-01-27,Quarter4,sweing,Tuesday,10,0.8,22.52,1134.0,6720,70,0.0,0,0,56.0,0.900129762
2015-01-27,Quarter4,finishing ,Tuesday,3,0.75,3.94,1282.0,1440,0,0.0,0,0,12.0,0.861875
2015-01-27,Quarter4,sweing,Tuesday,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56.5,0.850312684
2015-01-27,Quarter4,finishing ,Tuesday,8,0.65,3.94,1282.0,960,0,0.0,0,0,8.0,0.845458333
2015-01-27,Quarter4,finishing ,Tuesday,12,0.7,4.15,1282.0,1080,0,0.0,0,0,9.0,0.823555556
2015-01-27,Quarter4,finishing ,Tuesday,7,0.5,4.15,1282.0,960,0,0.0,0,0,8.0,0.8035416670000001
2015-01-27,Quarter4,sweing,Tuesday,1,0.75,22.94,1871.0,6960,55,0.0,0,0,58.0,0.800263218
2015-01-27,Quarter4,finishing ,Tuesday,2,0.75,3.94,1282.0,1200,0,0.0,0,0,10.0,0.7879999999999999
2015-01-27,Quarter4,finishing ,Tuesday,1,0.75,3.94,1282.0,1200,0,0.0,0,0,10.0,0.77815
2015-01-27,Quarter4,sweing,Tuesday,9,0.7,29.12,1294.0,6960,50,0.0,0,0,58.0,0.700386207
2015-01-27,Quarter4,sweing,Tuesday,12,0.7,15.26,1462.0,4080,40,0.0,0,0,34.0,0.7001647059999999
2015-01-27,Quarter4,sweing,Tuesday,8,0.65,15.09,976.0,240,23,0.0,0,0,52.0,0.6503071429999999
2015-01-27,Quarter4,sweing,Tuesday,6,0.8,30.4,338.0,3840,34,0.0,0,0,32.0,0.622828125
2015-01-27,Quarter4,finishing ,Tuesday,6,0.8,2.9,1282.0,960,0,0.0,0,0,8.0,0.6225
2015-01-27,Quarter4,sweing,Tuesday,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58.0,0.500035345
2015-01-27,Quarter4,sweing,Tuesday,11,0.5,48.18,1282.0,6480,23,0.0,0,0,54.0,0.37046657
2015-01-28,Quarter4,sweing,Wednesday,2,0.8,22.52,1559.0,6840,90,0.0,0,0,57.0,1.000230409
2015-01-28,Quarter4,sweing,Wednesday,3,0.8,22.52,1350.0,6840,113,0.0,0,0,57.0,1.000230409
2015-01-28,Quarter4,finishing ,Wednesday,6,0.35,2.9,958.0,1800,0,0.0,0,0,15.0,0.977555556
2015-01-28,Quarter4,finishing ,Wednesday,1,0.75,3.94,958.0,1200,0,0.0,0,0,10.0,0.9456
2015-01-28,Quarter4,finishing ,Wednesday,2,0.8,3.94,958.0,1800,0,0.0,0,0,15.0,0.902222222
2015-01-28,Quarter4,sweing,Wednesday,10,0.8,22.52,1175.0,6720,60,0.0,0,0,56.0,0.850532143
2015-01-28,Quarter4,sweing,Wednesday,1,0.75,22.94,1868.0,6960,81,0.0,0,0,58.0,0.8503620690000001
2015-01-28,Quarter4,finishing ,Wednesday,10,0.8,3.94,958.0,1200,0,0.0,0,0,10.0,0.840533333
2015-01-28,Quarter4,sweing,Wednesday,5,0.6,20.79,1045.0,6960,88,0.0,0,0,58.0,0.800534483
2015-01-28,Quarter4,sweing,Wednesday,4,0.8,22.52,1342.0,6780,50,0.0,0,0,56.5,0.800489676
2015-01-28,Quarter4,finishing ,Wednesday,12,0.75,4.08,958.0,1080,0,0.0,0,0,9.0,0.7555555559999999
2015-01-28,Quarter4,sweing,Wednesday,9,0.7,29.12,1340.0,6960,63,0.0,0,0,58.0,0.7505931029999999
2015-01-28,Quarter4,sweing,Wednesday,12,0.75,15.26,1429.0,3600,45,0.0,0,0,35.0,0.7502833329999999
2015-01-28,Quarter4,finishing ,Wednesday,4,0.8,4.3,958.0,1440,0,0.0,0,0,12.0,0.7226388890000001
2015-01-28,Quarter4,finishing ,Wednesday,8,0.65,4.15,958.0,960,0,0.0,0,0,8.0,0.553333333
2015-01-28,Quarter4,sweing,Wednesday,11,0.5,20.1,1413.0,5880,46,0.0,0,0,54.0,0.5005673079999999
2015-01-28,Quarter4,sweing,Wednesday,8,0.7,38.09,336.0,6240,0,0.0,0,0,52.0,0.46769326899999997
2015-01-28,Quarter4,sweing,Wednesday,6,0.35,18.79,511.0,1800,23,0.0,0,0,32.0,0.43799533799999996
2015-01-28,Quarter4,finishing ,Wednesday,7,0.6,3.94,958.0,960,0,0.0,0,0,8.0,0.40635416700000004
2015-01-28,Quarter4,sweing,Wednesday,7,0.6,23.54,958.0,6600,0,0.0,0,0,55.0,0.285333333
2015-01-28,Quarter4,finishing ,Wednesday,11,0.5,2.9,958.0,960,0,0.0,0,0,8.0,0.259375
2015-01-29,Quarter5,sweing,Thursday,2,0.8,22.52,1416.0,6840,113,0.0,0,0,57.0,1.000230409
2015-01-29,Quarter5,finishing ,Thursday,4,0.8,4.3,830.0,1200,0,0.0,0,0,10.0,0.9890000000000001
2015-01-29,Quarter5,sweing,Thursday,3,0.8,22.52,1287.0,6840,100,0.0,0,0,57.0,0.950185965
2015-01-29,Quarter5,sweing,Thursday,4,0.8,22.52,1444.0,6900,88,0.0,0,0,57.5,0.9008
2015-01-29,Quarter5,sweing,Thursday,10,0.8,22.52,1088.0,6720,88,0.0,0,0,56.0,0.900129762
2015-01-29,Quarter5,finishing ,Thursday,6,0.5,2.9,830.0,1200,0,0.0,0,0,10.0,0.899
2015-01-29,Quarter5,finishing ,Thursday,8,0.65,4.15,830.0,960,0,0.0,0,0,8.0,0.877552083
2015-01-29,Quarter5,finishing ,Thursday,11,0.6,2.9,830.0,960,0,0.0,0,0,8.0,0.864583333
2015-01-29,Quarter5,finishing ,Thursday,10,0.8,3.94,830.0,1200,0,0.0,0,0,10.0,0.85695
2015-01-29,Quarter5,finishing ,Thursday,1,0.75,3.94,830.0,1200,0,0.0,0,0,10.0,0.853666667
2015-01-29,Quarter5,sweing,Thursday,1,0.75,22.94,1579.0,6960,81,0.0,0,0,58.0,0.8503620690000001
2015-01-29,Quarter5,sweing,Thursday,9,0.7,29.12,1170.0,6960,53,0.0,0,0,58.0,0.850170115
2015-01-29,Quarter5,sweing,Thursday,5,0.65,20.79,1015.0,7080,81,0.0,0,0,59.0,0.800473729
2015-01-29,Quarter5,finishing ,Thursday,2,0.8,3.94,830.0,1200,0,0.0,0,0,10.0,0.773333333
2015-01-29,Quarter5,sweing,Thursday,12,0.75,15.26,1436.0,4200,45,0.0,0,0,35.0,0.750646667
2015-01-29,Quarter5,finishing ,Thursday,12,0.75,4.08,830.0,1080,0,0.0,0,0,9.0,0.6346666670000001
2015-01-29,Quarter5,sweing,Thursday,11,0.6,20.1,1601.0,4320,46,0.0,0,0,51.0,0.60059761
2015-01-29,Quarter5,sweing,Thursday,6,0.5,18.79,717.0,3960,23,0.0,0,0,33.0,0.500117677
2015-01-29,Quarter5,finishing ,Thursday,3,0.8,3.94,830.0,960,0,0.0,0,0,8.0,0.4925
2015-01-29,Quarter5,sweing,Thursday,7,0.65,23.54,830.0,6600,0,0.0,0,0,55.0,0.48791999999999996
2015-01-31,Quarter5,sweing,Saturday,3,0.8,22.52,1136.0,6960,113,0.0,0,0,58.0,1.000457471
2015-01-31,Quarter5,sweing,Saturday,2,0.8,22.52,1397.0,6840,113,0.0,0,0,57.0,1.000230409
2015-01-31,Quarter5,finishing ,Saturday,2,0.8,3.94,1144.0,1200,0,0.0,0,0,10.0,0.971866667
2015-01-31,Quarter5,finishing ,Saturday,3,0.8,3.94,1144.0,960,0,0.0,0,0,8.0,0.971866667
2015-01-31,Quarter5,finishing ,Saturday,4,0.8,3.94,1144.0,1200,0,0.0,0,0,10.0,0.971866667
2015-01-31,Quarter5,finishing ,Saturday,10,0.8,3.94,1144.0,1200,0,0.0,0,0,10.0,0.971866667
2015-01-31,Quarter5,finishing ,Saturday,1,0.75,3.94,1144.0,1800,0,0.0,0,0,15.0,0.971866667
2015-01-31,Quarter5,finishing ,Saturday,9,0.75,3.94,1144.0,240,0,0.0,0,0,2.0,0.971866667
2015-01-31,Quarter5,finishing ,Saturday,12,0.75,4.08,1144.0,1080,0,0.0,0,0,9.0,0.971866667
2015-01-31,Quarter5,finishing ,Saturday,5,0.7,3.94,1144.0,240,0,0.0,0,0,2.0,0.971866667
2015-01-31,Quarter5,finishing ,Saturday,7,0.7,3.94,1144.0,1200,0,0.0,0,0,10.0,0.971866667
2015-01-31,Quarter5,finishing ,Saturday,8,0.65,3.94,1144.0,960,0,0.0,0,0,8.0,0.971866667
2015-01-31,Quarter5,finishing ,Saturday,11,0.65,3.94,1144.0,600,0,0.0,0,0,5.0,0.971866667
2015-01-31,Quarter5,finishing ,Saturday,6,0.6,3.94,1144.0,1200,0,0.0,0,0,10.0,0.971866667
2015-01-31,Quarter5,sweing,Saturday,10,0.8,22.52,1116.0,6720,93,0.0,0,0,56.0,0.920236905
2015-01-31,Quarter5,sweing,Saturday,4,0.8,22.52,1432.0,6660,88,0.0,0,0,57.5,0.9005370690000001
2015-01-31,Quarter5,sweing,Saturday,9,0.75,29.12,1082.0,6840,81,0.0,0,0,57.0,0.850610526
2015-01-31,Quarter5,sweing,Saturday,1,0.75,22.94,1502.0,6960,81,0.0,0,0,58.0,0.8503620690000001
2015-01-31,Quarter5,sweing,Saturday,12,0.75,15.26,1209.0,4200,45,0.0,0,0,35.0,0.750646667
2015-01-31,Quarter5,sweing,Saturday,5,0.7,50.89,282.0,5880,56,0.0,0,0,59.0,0.656763743
2015-01-31,Quarter5,sweing,Saturday,11,0.65,20.1,1417.0,6480,49,0.0,0,0,54.0,0.650148148
2015-01-31,Quarter5,sweing,Saturday,6,0.6,18.79,799.0,3960,23,0.0,0,0,33.0,0.600710606
2015-01-31,Quarter5,sweing,Saturday,7,0.7,23.54,1109.0,6720,0,0.0,0,0,56.0,0.388830357
2015-01-31,Quarter5,sweing,Saturday,8,0.5,23.54,1144.0,6480,0,0.0,0,0,54.0,0.286984568
2015-02-01,Quarter1,finishing ,Sunday,8,0.65,4.15,1400.0,960,0,0.0,0,0,8.0,1.0115625
2015-02-01,Quarter1,sweing,Sunday,2,0.8,22.52,1396.0,6900,113,0.0,0,0,57.5,1.0006713040000002
2015-02-01,Quarter1,sweing,Sunday,1,0.8,22.94,1582.0,3060,113,0.0,0,0,58.5,1.000402055
2015-02-01,Quarter1,finishing ,Sunday,1,0.75,3.94,1400.0,2280,0,0.0,0,0,19.0,0.9504385959999999
2015-02-01,Quarter1,sweing,Sunday,3,0.8,22.52,1124.0,6840,100,0.0,0,0,57.0,0.950185965
2015-02-01,Quarter1,finishing ,Sunday,2,0.8,3.94,1400.0,1200,0,0.0,0,0,10.0,0.912766667
2015-02-01,Quarter1,finishing ,Sunday,7,0.7,3.94,1400.0,2160,0,0.0,0,0,18.0,0.892194444
2015-02-01,Quarter1,finishing ,Sunday,10,0.8,3.94,1400.0,1200,0,0.0,0,0,10.0,0.8865
2015-02-01,Quarter1,sweing,Sunday,10,0.8,22.52,1282.0,6720,75,0.0,0,0,56.0,0.850532143
2015-02-01,Quarter1,sweing,Sunday,4,0.8,22.52,1472.0,7020,60,0.0,0,0,58.5,0.85011396
2015-02-01,Quarter1,finishing ,Sunday,4,0.8,4.3,1400.0,1440,0,0.0,0,0,12.0,0.8450694440000001
2015-02-01,Quarter1,sweing,Sunday,9,0.75,29.12,1282.0,6960,45,0.0,0,0,58.0,0.7505931029999999
2015-02-01,Quarter1,sweing,Sunday,12,0.75,15.26,1276.0,1440,45,0.0,0,0,35.0,0.750450658
2015-02-01,Quarter1,finishing ,Sunday,12,0.75,4.08,1400.0,1080,0,0.0,0,0,9.0,0.702666667
2015-02-01,Quarter1,sweing,Sunday,11,0.7,20.1,1192.0,6120,75,0.0,0,0,54.0,0.7005089290000001
2015-02-01,Quarter1,sweing,Sunday,6,0.65,18.79,881.0,3960,26,0.0,0,0,33.0,0.651007071
2015-02-01,Quarter1,sweing,Sunday,8,0.6,24.26,1196.0,6600,0,0.0,0,0,55.0,0.46682121200000004
2015-02-01,Quarter1,sweing,Sunday,7,0.7,24.26,1400.0,6720,0,0.0,0,0,56.0,0.411553571
2015-02-01,Quarter1,finishing ,Sunday,6,0.6,2.9,1400.0,1200,0,0.0,0,0,10.0,0.314166667
2015-02-02,Quarter1,sweing,Monday,1,0.8,22.94,16882.0,7020,113,0.0,0,0,58.5,1.000602279
2015-02-02,Quarter1,finishing ,Monday,9,0.75,3.94,1435.0,960,0,0.0,0,0,8.0,0.994270833
2015-02-02,Quarter1,sweing,Monday,2,0.8,22.52,21385.0,7020,88,0.0,0,0,58.5,0.900158405
2015-02-02,Quarter1,sweing,Monday,3,0.8,22.52,21266.0,6840,70,0.0,0,0,57.0,0.90014152
2015-02-02,Quarter1,sweing,Monday,10,0.8,22.52,21540.0,6720,88,0.0,0,0,56.0,0.900129762
2015-02-02,Quarter1,finishing ,Monday,10,0.8,3.94,1435.0,1200,0,0.0,0,0,10.0,0.85695
2015-02-02,Quarter1,finishing ,Monday,4,0.8,4.3,1435.0,1440,0,0.0,0,0,12.0,0.8092361109999999
2015-02-02,Quarter1,sweing,Monday,12,0.8,15.26,12261.0,3600,63,0.0,0,0,35.0,0.8004019609999999
2015-02-02,Quarter1,sweing,Monday,4,0.8,22.52,23122.0,5940,50,0.0,0,0,56.5,0.800393224
2015-02-02,Quarter1,sweing,Monday,9,0.75,29.12,8992.0,6960,55,0.0,0,0,58.0,0.7999632179999999
2015-02-02,Quarter1,finishing ,Monday,12,0.75,4.08,1435.0,1080,0,0.0,0,0,9.0,0.7404444440000001
2015-02-02,Quarter1,sweing,Monday,11,0.7,20.55,9792.0,6480,60,0.0,0,0,54.0,0.700398148
2015-02-02,Quarter1,sweing,Monday,6,0.7,18.79,2984.0,3960,30,0.0,0,0,33.0,0.700354545
2015-02-02,Quarter1,finishing ,Monday,8,0.65,4.15,1435.0,960,0,0.0,0,0,8.0,0.5619791670000001
2015-02-02,Quarter1,finishing ,Monday,1,0.75,3.94,1435.0,2280,0,0.0,0,0,19.0,0.504596491
2015-02-02,Quarter1,sweing,Monday,5,0.5,30.1,839.0,6960,0,0.0,0,0,58.0,0.500801724
2015-02-02,Quarter1,sweing,Monday,7,0.7,24.26,2698.0,6720,0,0.0,0,0,56.0,0.295307738
2015-02-02,Quarter1,finishing ,Monday,6,0.6,2.9,1435.0,1200,0,0.0,0,0,10.0,0.280333333
2015-02-02,Quarter1,sweing,Monday,8,0.65,24.26,1435.0,6600,0,0.0,0,0,55.0,0.260978788
2015-02-03,Quarter1,finishing ,Tuesday,2,0.8,3.94,415.0,2400,0,0.0,0,0,20.0,1.001416667
2015-02-03,Quarter1,sweing,Tuesday,1,0.8,22.52,1500.0,6900,113,0.0,0,0,57.5,1.000018551
2015-02-03,Quarter1,sweing,Tuesday,10,0.8,22.52,1188.0,6720,90,0.0,0,0,56.0,0.999995238
2015-02-03,Quarter1,finishing ,Tuesday,1,0.8,3.94,415.0,1200,0,0.0,0,0,10.0,0.99485
2015-02-03,Quarter1,finishing ,Tuesday,8,0.7,4.15,415.0,960,0,0.0,0,0,8.0,0.976979167
2015-02-03,Quarter1,sweing,Tuesday,3,0.8,22.52,1112.0,6840,100,0.0,0,0,57.0,0.950185965
2015-02-03,Quarter1,sweing,Tuesday,2,0.8,22.52,1452.0,6960,100,0.0,0,0,58.0,0.9499816090000001
2015-02-03,Quarter1,finishing ,Tuesday,9,0.75,3.94,415.0,1320,0,0.0,0,0,11.0,0.919954545
2015-02-03,Quarter1,sweing,Tuesday,4,0.8,22.52,340.0,5460,63,0.0,0,0,56.5,0.800434622
2015-02-03,Quarter1,sweing,Tuesday,12,0.8,15.26,1029.0,2040,50,0.0,0,0,35.0,0.800259023
2015-02-03,Quarter1,finishing ,Tuesday,12,0.8,4.08,415.0,1080,0,0.0,0,0,9.0,0.778222222
2015-02-03,Quarter1,sweing,Tuesday,9,0.75,29.12,1070.0,6960,34,0.0,0,0,58.0,0.7505931029999999
2015-02-03,Quarter1,sweing,Tuesday,11,0.7,25.31,946.0,5760,60,0.0,0,0,54.0,0.7005135659999999
2015-02-03,Quarter1,sweing,Tuesday,6,0.7,18.79,913.0,4020,30,0.0,0,0,33.5,0.700184577
2015-02-03,Quarter1,sweing,Tuesday,8,0.7,24.26,1363.0,6660,0,0.0,0,0,55.5,0.586465465
2015-02-03,Quarter1,sweing,Tuesday,7,0.7,24.26,1639.0,6720,0,0.0,0,0,56.0,0.541517857
2015-02-03,Quarter1,finishing ,Tuesday,4,0.8,4.3,415.0,1440,0,0.0,0,0,12.0,0.5375
2015-02-03,Quarter1,finishing ,Tuesday,6,0.7,2.9,415.0,960,0,0.0,0,0,8.0,0.49541666700000003
2015-02-03,Quarter1,sweing,Tuesday,5,0.6,30.1,415.0,6960,0,0.0,0,0,58.0,0.415172414
2015-02-04,Quarter1,sweing,Wednesday,2,0.8,22.52,1263.0,6900,100,0.0,0,0,57.5,1.05028058
2015-02-04,Quarter1,sweing,Wednesday,3,0.8,22.52,968.0,6840,113,0.0,0,0,57.0,1.000230409
2015-02-04,Quarter1,sweing,Wednesday,10,0.8,22.52,1108.0,6720,113,0.0,0,0,56.0,0.999995238
2015-02-04,Quarter1,finishing,Wednesday,2,0.8,3.94,287.0,2160,0,0.0,0,0,18.0,0.966759259
2015-02-04,Quarter1,finishing,Wednesday,1,0.8,3.94,287.0,1200,0,0.0,0,0,10.0,0.929183333
2015-02-04,Quarter1,finishing,Wednesday,8,0.7,4.15,287.0,3000,0,0.0,0,0,25.0,0.915766667
2015-02-04,Quarter1,sweing,Wednesday,1,0.8,22.52,1532.0,6900,88,0.0,0,0,57.5,0.900147246
2015-02-04,Quarter1,sweing,Wednesday,12,0.8,15.26,1094.0,4080,38,0.0,0,0,34.0,0.8004019609999999
2015-02-04,Quarter1,sweing,Wednesday,9,0.8,22.52,1086.0,6960,50,0.0,0,0,58.0,0.7999632179999999
2015-02-04,Quarter1,finishing,Wednesday,7,0.7,3.94,287.0,960,0,0.0,0,0,8.0,0.779791667
2015-02-04,Quarter1,finishing,Wednesday,9,0.75,3.94,287.0,960,0,0.0,0,0,8.0,0.755166667
2015-02-04,Quarter1,sweing,Wednesday,6,0.7,18.79,941.0,3360,30,0.0,0,0,33.0,0.700710417
2015-02-04,Quarter1,sweing,Wednesday,7,0.7,24.26,1471.0,6960,0,0.0,0,0,58.0,0.7006120690000001
2015-02-04,Quarter1,sweing,Wednesday,11,0.7,10.05,1042.0,6120,60,0.0,0,0,53.0,0.7002788459999999
2015-02-04,Quarter1,sweing,Wednesday,8,0.7,29.12,1248.0,6840,0,0.0,0,0,57.0,0.700135088
2015-02-04,Quarter1,finishing ,Wednesday,12,0.8,4.08,287.0,1080,0,0.0,0,0,9.0,0.687555556
2015-02-04,Quarter1,sweing,Wednesday,5,0.65,30.1,326.0,5820,0,90.0,10,0,58.5,0.6508348079999999
2015-02-04,Quarter1,finishing,Wednesday,6,0.7,2.9,287.0,960,0,0.0,0,0,8.0,0.531666667
2015-02-04,Quarter1,sweing,Wednesday,4,0.35,30.1,287.0,6060,23,150.0,15,0,55.5,0.350706422
2015-02-05,Quarter1,sweing,Thursday,2,0.8,22.52,1300.0,6780,113,0.0,0,0,56.5,1.0004460179999999
2015-02-05,Quarter1,sweing,Thursday,1,0.8,22.52,1485.0,6900,113,0.0,0,0,57.5,1.000018551
2015-02-05,Quarter1,sweing,Thursday,10,0.8,22.52,1039.0,6720,113,0.0,0,0,56.0,0.999995238
2015-02-05,Quarter1,finishing,Thursday,2,0.8,3.94,1167.0,2640,0,0.0,0,0,22.0,0.9999242420000001
2015-02-05,Quarter1,sweing,Thursday,3,0.8,22.52,1063.0,6840,100,0.0,0,0,57.0,0.950185965
2015-02-05,Quarter1,finishing,Thursday,6,0.7,2.9,1167.0,960,0,0.0,0,0,8.0,0.9425
2015-02-05,Quarter1,finishing,Thursday,12,0.8,4.08,1167.0,1080,0,0.0,0,0,9.0,0.906666667
2015-02-05,Quarter1,finishing,Thursday,7,0.7,3.94,1167.0,1200,0,0.0,0,0,10.0,0.8471
2015-02-05,Quarter1,finishing,Thursday,1,0.8,3.94,1167.0,1440,0,0.0,0,0,12.0,0.845458333
2015-02-05,Quarter1,sweing,Thursday,12,0.8,15.26,1083.0,720,38,0.0,0,0,34.0,0.800612676
2015-02-05,Quarter1,sweing,Thursday,9,0.8,29.12,1069.0,6960,50,0.0,0,0,58.0,0.7999632179999999
2015-02-05,Quarter1,finishing,Thursday,10,0.8,3.94,1167.0,960,0,0.0,0,0,8.0,0.7715833329999999
2015-02-05,Quarter1,sweing,Thursday,11,0.75,10.05,668.0,2520,34,0.0,0,0,26.0,0.7504
2015-02-05,Quarter1,sweing,Thursday,6,0.7,18.79,766.0,2760,30,0.0,0,0,33.0,0.700079032
2015-02-05,Quarter1,sweing,Thursday,5,0.7,30.1,557.0,6960,0,0.0,0,0,58.0,0.562212644
2015-02-05,Quarter1,sweing,Thursday,7,0.07,24.26,1608.0,6960,0,0.0,0,0,58.0,0.522844828
2015-02-05,Quarter1,sweing,Thursday,4,0.5,30.1,417.0,6360,23,0.0,0,1,53.0,0.500720126
2015-02-05,Quarter1,sweing,Thursday,8,0.7,24.26,1167.0,6840,0,0.0,0,0,57.0,0.496549708
2015-02-07,Quarter1,finishing,Saturday,2,0.8,3.94,652.0,3000,0,0.0,0,0,25.0,1.050666667
2015-02-07,Quarter1,sweing,Saturday,2,0.8,22.52,1186.0,6900,113,0.0,0,0,58.0,1.000018551
2015-02-07,Quarter1,sweing,Saturday,3,0.8,22.52,1060.0,6840,100,0.0,0,0,57.0,0.950185965
2015-02-07,Quarter1,sweing,Saturday,1,0.8,22.52,1534.0,6780,88,0.0,0,0,57.0,0.900135693
2015-02-07,Quarter1,sweing,Saturday,10,0.8,22.52,1142.0,6720,88,0.0,0,0,56.0,0.900129762
2015-02-07,Quarter1,finishing,Saturday,12,0.8,4.08,652.0,1080,0,0.0,0,0,9.0,0.899111111
2015-02-07,Quarter1,finishing,Saturday,1,0.8,3.94,652.0,1200,0,0.0,0,0,10.0,0.870083333
2015-02-07,Quarter1,finishing,Saturday,6,0.75,2.9,652.0,960,0,0.0,0,0,8.0,0.845833333
2015-02-07,Quarter1,sweing,Saturday,12,0.8,15.26,1021.0,4080,63,0.0,0,0,34.0,0.8004019609999999
2015-02-07,Quarter1,sweing,Saturday,9,0.8,29.12,829.0,6960,50,0.0,0,0,58.0,0.7999632179999999
2015-02-07,Quarter1,finishing,Saturday,9,0.8,3.94,652.0,960,0,0.0,0,0,8.0,0.7715833329999999
2015-02-07,Quarter1,sweing,Saturday,6,0.75,18.79,813.0,1560,34,0.0,0,0,33.0,0.750520115
2015-02-07,Quarter1,sweing,Saturday,11,0.75,10.05,677.0,3240,45,0.0,0,0,27.0,0.750027778
2015-02-07,Quarter1,finishing,Saturday,7,0.7,3.94,652.0,1200,0,0.0,0,0,10.0,0.715766667
2015-02-07,Quarter1,sweing,Saturday,7,0.7,24.26,658.0,6960,0,270.0,45,0,58.0,0.662270115
2015-02-07,Quarter1,sweing,Saturday,4,0.6,30.1,486.0,6780,30,0.0,0,1,57.0,0.600224189
2015-02-07,Quarter1,sweing,Saturday,5,0.7,30.1,687.0,7500,0,0.0,0,0,59.0,0.545657673
2015-02-07,Quarter1,finishing,Saturday,4,0.8,4.3,652.0,960,0,0.0,0,0,8.0,0.44791666700000005
2015-02-07,Quarter1,sweing,Saturday,8,0.7,24.26,652.0,6840,0,300.0,37,0,57.0,0.36531871299999996
2015-02-08,Quarter2,sweing,Sunday,2,0.8,22.52,1233.0,6900,113,0.0,0,0,57.5,1.000018551
2015-02-08,Quarter2,finishing,Sunday,7,0.7,4.15,154.0,1440,0,0.0,0,0,12.0,0.928680556
2015-02-08,Quarter2,sweing,Sunday,10,0.8,22.52,1388.0,6720,88,0.0,0,0,56.0,0.9008
2015-02-08,Quarter2,sweing,Sunday,1,0.8,22.52,1615.0,6780,88,0.0,0,0,56.5,0.900135693
2015-02-08,Quarter2,sweing,Sunday,3,0.8,22.52,1283.0,6720,88,0.0,0,0,56.0,0.900129762
2015-02-08,Quarter2,finishing,Sunday,1,0.8,3.94,154.0,1200,0,0.0,0,0,10.0,0.893066667
2015-02-08,Quarter2,finishing,Sunday,12,0.8,4.08,154.0,1080,0,0.0,0,0,9.0,0.8915555559999999
2015-02-08,Quarter2,finishing,Sunday,2,0.8,3.94,154.0,2160,0,0.0,0,0,18.0,0.8755555559999999
2015-02-08,Quarter2,finishing,Sunday,8,0.7,4.15,154.0,1800,0,0.0,0,0,15.0,0.840888889
2015-02-08,Quarter2,sweing,Sunday,12,0.8,15.26,1026.0,2880,63,0.0,0,0,34.0,0.8003552079999999
2015-02-08,Quarter2,sweing,Sunday,9,0.8,29.12,909.0,6960,50,0.0,0,0,58.0,0.7999632179999999
2015-02-08,Quarter2,sweing,Sunday,6,0.75,18.79,670.0,3960,34,0.0,0,0,33.0,0.75065101
2015-02-08,Quarter2,sweing,Sunday,11,0.75,10.05,629.0,3240,45,0.0,0,0,27.0,0.750027778
2015-02-08,Quarter2,sweing,Sunday,5,0.7,30.1,754.0,7020,0,0.0,0,0,58.5,0.700618234
2015-02-08,Quarter2,finishing,Sunday,6,0.75,2.9,154.0,960,0,0.0,0,0,8.0,0.610208333
2015-02-08,Quarter2,finishing,Sunday,9,0.8,3.94,154.0,960,0,0.0,0,0,8.0,0.6074166670000001
2015-02-08,Quarter2,sweing,Sunday,4,0.65,30.1,712.0,6780,44,0.0,0,1,56.5,0.568259587
2015-02-08,Quarter2,sweing,Sunday,7,0.7,24.26,148.0,6960,0,0.0,0,0,58.0,0.35553448299999996
2015-02-08,Quarter2,sweing,Sunday,8,0.7,24.26,154.0,6840,0,0.0,0,0,57.0,0.353259649
2015-02-09,Quarter2,finishing,Monday,2,0.8,3.94,901.0,2160,0,0.0,0,0,18.0,1.057962963
2015-02-09,Quarter2,finishing,Monday,1,0.8,3.94,901.0,1200,0,0.0,0,0,10.0,0.962016667
2015-02-09,Quarter2,sweing,Monday,10,0.8,22.52,1127.0,120,88,0.0,0,0,56.0,0.9008
2015-02-09,Quarter2,sweing,Monday,1,0.8,22.52,1506.0,3600,70,0.0,0,0,57.0,0.9005090440000001
2015-02-09,Quarter2,sweing,Monday,2,0.8,22.52,1413.0,360,70,0.0,0,0,57.0,0.900477825
2015-02-09,Quarter2,finishing,Monday,6,0.75,2.9,901.0,960,0,0.0,0,0,8.0,0.888125
2015-02-09,Quarter2,sweing,Monday,12,0.8,15.26,970.0,4080,63,0.0,0,0,34.0,0.8004019609999999
2015-02-09,Quarter2,sweing,Monday,3,0.8,22.52,1271.0,5400,50,0.0,0,0,57.0,0.800161172
2015-02-09,Quarter2,sweing,Monday,9,0.8,29.12,1073.0,6960,50,0.0,0,0,58.0,0.7999632179999999
2015-02-09,Quarter2,sweing,Monday,4,0.7,30.1,767.0,3300,50,0.0,0,1,57.0,0.7900032359999999
2015-02-09,Quarter2,sweing,Monday,11,0.75,10.05,103.0,0,45,0.0,0,0,54.0,0.750648148
